reconciliation_id,transaction_id,status,matched_at,note
R002699,T003931,reconciled,2024-07-15T12:00:00+00:00,auto-matched
R002700,T003933,disputed,2024-09-15T12:00:00+00:00,
R002701,T003937,disputed,2023-01-29T12:00:00+00:00,auto-matched
R002702,T003940,disputed,2023-04-10T12:00:00+00:00,auto-matched
R002703,T003942,disputed,2023-06-04T12:00:00+00:00,
R002704,T003943,pending,2023-07-12T12:00:00+00:00,auto-matched
R002705,T003944,pending,2023-08-07T12:00:00+00:00,auto-matched
R002706,T003945,pending,2023-09-07T12:00:00+00:00,
R002707,T003947,reconciled,2023-11-04T12:00:00+00:00,auto-matched
R002708,T003948,reconciled,2023-12-03T12:00:00+00:00,auto-matched
R002709,T003949,pending,2024-01-02T12:00:00+00:00,
R002710,T003950,pending,2024-02-29T12:00:00+00:00,auto-matched
R002711,T003952,pending,2024-04-17T12:00:00+00:00,auto-matched
R002712,T003953,disputed,2024-05-08T12:00:00+00:00,
R002713,T003954,pending,2024-06-01T12:00:00+00:00,auto-matched
R002714,T003955,pending,2024-07-30T12:00:00+00:00,auto-matched
R002715,T003956,pending,2024-08-22T12:00:00+00:00,
R002716,T003957,pending,2024-09-04T12:00:00+00:00,auto-matched
R002717,T003959,pending,2024-11-14T12:00:00+00:00,auto-matched
R002718,T003960,reconciled,2024-12-10T12:00:00+00:00,
R002719,T003961,pending,2023-01-27T12:00:00+00:00,auto-matched
R002720,T003962,reconciled,2023-02-10T12:00:00+00:00,auto-matched
R002721,T003964,reconciled,2023-04-30T12:00:00+00:00,
R002722,T003965,reconciled,2023-05-29T12:00:00+00:00,auto-matched
R002723,T003969,pending,2023-09-09T12:00:00+00:00,auto-matched
R002724,T003970,reconciled,2023-10-30T12:00:00+00:00,
R002725,T003971,pending,2023-11-15T12:00:00+00:00,auto-matched
R002726,T003973,reconciled,2024-01-27T12:00:00+00:00,auto-matched
R002727,T003974,disputed,2024-02-22T12:00:00+00:00,
R002728,T003975,disputed,2024-03-07T12:00:00+00:00,auto-matched
R002729,T003976,disputed,2024-04-19T12:00:00+00:00,auto-matched
R002730,T003978,pending,2024-06-20T12:00:00+00:00,
R002731,T003981,reconciled,2024-09-08T12:00:00+00:00,auto-matched
R002732,T003982,pending,2024-10-15T12:00:00+00:00,auto-matched
R002733,T003983,reconciled,2024-11-07T12:00:00+00:00,
R002734,T003984,disputed,2024-12-24T12:00:00+00:00,auto-matched
R002735,T003988,reconciled,2023-04-21T12:00:00+00:00,auto-matched
R002736,T003990,reconciled,2023-06-10T12:00:00+00:00,
R002737,T003991,reconciled,2023-07-22T12:00:00+00:00,auto-matched
R002738,T003994,disputed,2023-10-24T12:00:00+00:00,auto-matched
R002739,T003995,reconciled,2023-11-09T12:00:00+00:00,
R002740,T003996,reconciled,2023-12-15T12:00:00+00:00,auto-matched
R002741,T003997,disputed,2024-01-12T12:00:00+00:00,auto-matched
R002742,T003998,disputed,2024-02-26T12:00:00+00:00,
R002743,T004000,reconciled,2024-04-14T12:00:00+00:00,auto-matched
R002744,T004001,pending,2024-05-12T12:00:00+00:00,auto-matched
R002745,T004002,pending,2024-06-28T12:00:00+00:00,
R002746,T004003,pending,2024-07-24T12:00:00+00:00,auto-matched
R002747,T004004,reconciled,2024-08-25T12:00:00+00:00,auto-matched
R002748,T004006,disputed,2024-10-15T12:00:00+00:00,
R002749,T004007,pending,2024-11-22T12:00:00+00:00,auto-matched
R002750,T004008,disputed,2024-12-27T12:00:00+00:00,auto-matched
R002751,T004011,reconciled,2023-03-22T12:00:00+00:00,
R002752,T004013,pending,2023-05-25T12:00:00+00:00,auto-matched
R002753,T004015,reconciled,2023-07-10T12:00:00+00:00,auto-matched
R002754,T004017,pending,2023-09-28T12:00:00+00:00,
R002755,T004018,disputed,2023-10-19T12:00:00+00:00,auto-matched
R002756,T004021,disputed,2024-01-20T12:00:00+00:00,auto-matched
R002757,T004022,disputed,2024-02-21T12:00:00+00:00,
R002758,T004024,reconciled,2024-04-05T12:00:00+00:00,auto-matched
R002759,T004025,pending,2024-05-20T12:00:00+00:00,auto-matched
R002760,T004026,pending,2024-06-17T12:00:00+00:00,
R002761,T004028,pending,2024-08-26T12:00:00+00:00,auto-matched
R002762,T004030,reconciled,2024-10-27T12:00:00+00:00,auto-matched
R002763,T004031,disputed,2024-11-24T12:00:00+00:00,
R002764,T004032,pending,2024-12-16T12:00:00+00:00,auto-matched
R002765,T004034,disputed,2023-02-08T12:00:00+00:00,auto-matched
R002766,T004035,reconciled,2023-03-04T12:00:00+00:00,
R002767,T004036,pending,2023-04-08T12:00:00+00:00,auto-matched
R002768,T004037,disputed,2023-05-31T12:00:00+00:00,auto-matched
R002769,T004038,reconciled,2023-06-02T12:00:00+00:00,
R002770,T004039,reconciled,2023-07-29T12:00:00+00:00,auto-matched
R002771,T004041,reconciled,2023-09-12T12:00:00+00:00,auto-matched
R002772,T004042,pending,2023-10-06T12:00:00+00:00,
R002773,T004043,pending,2023-11-18T12:00:00+00:00,auto-matched
R002774,T004044,pending,2023-12-26T12:00:00+00:00,auto-matched
R002775,T004045,reconciled,2024-01-17T12:00:00+00:00,
R002776,T004049,disputed,2024-05-02T12:00:00+00:00,auto-matched
R002777,T004052,pending,2024-08-24T12:00:00+00:00,auto-matched
R002778,T004053,disputed,2024-09-19T12:00:00+00:00,
R002779,T004054,reconciled,2024-10-02T12:00:00+00:00,auto-matched
R002780,T004056,reconciled,2024-12-23T12:00:00+00:00,auto-matched
R002781,T004057,disputed,2023-01-01T12:00:00+00:00,
R002782,T004058,disputed,2023-02-04T12:00:00+00:00,auto-matched
R002783,T004060,reconciled,2023-04-29T12:00:00+00:00,auto-matched
R002784,T004061,disputed,2023-05-15T12:00:00+00:00,
R002785,T004063,disputed,2023-07-13T12:00:00+00:00,auto-matched
R002786,T004066,disputed,2023-10-22T12:00:00+00:00,auto-matched
R002787,T004067,disputed,2023-11-17T12:00:00+00:00,
R002788,T004068,disputed,2023-12-31T12:00:00+00:00,auto-matched
R002789,T004070,reconciled,2024-02-28T12:00:00+00:00,auto-matched
R002790,T004071,disputed,2024-03-28T12:00:00+00:00,
R002791,T004072,reconciled,2024-04-27T12:00:00+00:00,auto-matched
R002792,T004073,pending,2024-05-27T12:00:00+00:00,auto-matched
R002793,T004074,disputed,2024-06-06T12:00:00+00:00,
R002794,T004075,pending,2024-07-20T12:00:00+00:00,auto-matched
R002795,T004076,disputed,2024-08-04T12:00:00+00:00,auto-matched
R002796,T004078,reconciled,2024-10-08T12:00:00+00:00,
R002797,T004079,pending,2024-11-07T12:00:00+00:00,auto-matched
R002798,T004080,pending,2024-12-27T12:00:00+00:00,auto-matched
R002799,T004081,pending,2023-01-26T12:00:00+00:00,
R002800,T004082,reconciled,2023-02-01T12:00:00+00:00,auto-matched
R002801,T004085,reconciled,2023-05-16T12:00:00+00:00,auto-matched
R002802,T004086,pending,2023-06-11T12:00:00+00:00,
R002803,T004093,pending,2024-01-01T12:00:00+00:00,auto-matched
R002804,T004094,reconciled,2024-02-04T12:00:00+00:00,auto-matched
R002805,T004095,reconciled,2024-03-06T12:00:00+00:00,
R002806,T004098,pending,2024-06-14T12:00:00+00:00,auto-matched
R002807,T004099,pending,2024-07-22T12:00:00+00:00,auto-matched
R002808,T004100,disputed,2024-08-19T12:00:00+00:00,
R002809,T004101,disputed,2024-09-14T12:00:00+00:00,auto-matched
R002810,T004103,disputed,2024-11-02T12:00:00+00:00,auto-matched
R002811,T004104,pending,2024-12-31T12:00:00+00:00,
R002812,T004105,pending,2023-01-06T12:00:00+00:00,auto-matched
R002813,T004107,pending,2023-03-25T12:00:00+00:00,auto-matched
R002814,T004108,reconciled,2023-04-03T12:00:00+00:00,
R002815,T004109,disputed,2023-05-24T12:00:00+00:00,auto-matched
R002816,T004111,pending,2023-07-21T12:00:00+00:00,auto-matched
R002817,T004112,reconciled,2023-08-30T12:00:00+00:00,
R002818,T004116,pending,2023-12-22T12:00:00+00:00,auto-matched
R002819,T004117,pending,2024-01-20T12:00:00+00:00,auto-matched
R002820,T004118,pending,2024-02-20T12:00:00+00:00,
R002821,T004119,reconciled,2024-03-24T12:00:00+00:00,auto-matched
R002822,T004121,reconciled,2024-05-29T12:00:00+00:00,auto-matched
R002823,T004122,pending,2024-06-23T12:00:00+00:00,
R002824,T004128,disputed,2024-12-11T12:00:00+00:00,auto-matched
R002825,T004129,reconciled,2023-01-01T12:00:00+00:00,auto-matched
R002826,T004134,disputed,2023-06-05T12:00:00+00:00,
R002827,T004135,disputed,2023-07-26T12:00:00+00:00,auto-matched
R002828,T004137,reconciled,2023-09-02T12:00:00+00:00,auto-matched
R002829,T004139,pending,2023-11-06T12:00:00+00:00,
R002830,T004140,pending,2023-12-09T12:00:00+00:00,auto-matched
R002831,T004142,reconciled,2024-02-03T12:00:00+00:00,auto-matched
R002832,T004143,reconciled,2024-03-02T12:00:00+00:00,
R002833,T004144,reconciled,2024-04-20T12:00:00+00:00,auto-matched
R002834,T004145,disputed,2024-05-17T12:00:00+00:00,auto-matched
R002835,T004146,disputed,2024-06-08T12:00:00+00:00,
R002836,T004147,reconciled,2024-07-27T12:00:00+00:00,auto-matched
R002837,T004148,disputed,2024-08-24T12:00:00+00:00,auto-matched
R002838,T004150,reconciled,2024-10-30T12:00:00+00:00,
R002839,T004153,reconciled,2023-01-08T12:00:00+00:00,auto-matched
R002840,T004156,pending,2023-04-18T12:00:00+00:00,auto-matched
R002841,T004157,reconciled,2023-05-26T12:00:00+00:00,
R002842,T004158,reconciled,2023-06-29T12:00:00+00:00,auto-matched
R002843,T004159,disputed,2023-07-27T12:00:00+00:00,auto-matched
R002844,T004160,disputed,2023-08-04T12:00:00+00:00,
R002845,T004161,reconciled,2023-09-20T12:00:00+00:00,auto-matched
R002846,T004163,pending,2023-11-17T12:00:00+00:00,auto-matched
R002847,T004164,reconciled,2023-12-04T12:00:00+00:00,
R002848,T004167,pending,2024-03-26T12:00:00+00:00,auto-matched
R002849,T004168,reconciled,2024-04-27T12:00:00+00:00,auto-matched
R002850,T004170,disputed,2024-06-07T12:00:00+00:00,
R002851,T004171,pending,2024-07-14T12:00:00+00:00,auto-matched
R002852,T004173,disputed,2024-09-18T12:00:00+00:00,auto-matched
R002853,T004176,pending,2024-12-04T12:00:00+00:00,
R002854,T004178,reconciled,2023-02-22T12:00:00+00:00,auto-matched
R002855,T004179,reconciled,2023-03-07T12:00:00+00:00,auto-matched
R002856,T004180,pending,2023-04-13T12:00:00+00:00,
R002857,T004183,disputed,2023-07-30T12:00:00+00:00,auto-matched
R002858,T004184,disputed,2023-08-25T12:00:00+00:00,auto-matched
R002859,T004185,disputed,2023-09-11T12:00:00+00:00,
R002860,T004186,pending,2023-10-15T12:00:00+00:00,auto-matched
R002861,T004187,disputed,2023-11-15T12:00:00+00:00,auto-matched
R002862,T004188,pending,2023-12-13T12:00:00+00:00,
R002863,T004190,pending,2024-02-28T12:00:00+00:00,auto-matched
R002864,T004191,reconciled,2024-03-21T12:00:00+00:00,auto-matched
R002865,T004193,pending,2024-05-26T12:00:00+00:00,
R002866,T004196,pending,2024-08-24T12:00:00+00:00,auto-matched
R002867,T004197,reconciled,2024-09-02T12:00:00+00:00,auto-matched
R002868,T004199,disputed,2024-11-01T12:00:00+00:00,
R002869,T004200,disputed,2024-12-21T12:00:00+00:00,auto-matched
R002870,T004201,reconciled,2023-01-01T12:00:00+00:00,auto-matched
R002871,T004203,disputed,2023-03-22T12:00:00+00:00,
R002872,T004205,disputed,2023-05-01T12:00:00+00:00,auto-matched
R002873,T004206,disputed,2023-06-30T12:00:00+00:00,auto-matched
R002874,T004207,reconciled,2023-07-06T12:00:00+00:00,
R002875,T004208,reconciled,2023-08-31T12:00:00+00:00,auto-matched
R002876,T004209,disputed,2023-09-25T12:00:00+00:00,auto-matched
R002877,T004211,pending,2023-11-10T12:00:00+00:00,
R002878,T004212,reconciled,2023-12-03T12:00:00+00:00,auto-matched
R002879,T004214,pending,2024-02-22T12:00:00+00:00,auto-matched
R002880,T004215,disputed,2024-03-10T12:00:00+00:00,
R002881,T004216,reconciled,2024-04-17T12:00:00+00:00,auto-matched
R002882,T004218,reconciled,2024-06-26T12:00:00+00:00,auto-matched
R002883,T004224,pending,2024-12-07T12:00:00+00:00,
R002884,T004225,reconciled,2023-01-04T12:00:00+00:00,auto-matched
R002885,T004226,pending,2023-02-19T12:00:00+00:00,auto-matched
R002886,T004229,pending,2023-05-21T12:00:00+00:00,
R002887,T004231,reconciled,2023-07-10T12:00:00+00:00,auto-matched
R002888,T004232,reconciled,2023-08-06T12:00:00+00:00,auto-matched
R002889,T004233,pending,2023-09-01T12:00:00+00:00,
R002890,T004235,disputed,2023-11-11T12:00:00+00:00,auto-matched
R002891,T004236,reconciled,2023-12-01T12:00:00+00:00,auto-matched
R002892,T004237,pending,2024-01-04T12:00:00+00:00,
R002893,T004238,reconciled,2024-02-14T12:00:00+00:00,auto-matched
R002894,T004239,disputed,2024-03-04T12:00:00+00:00,auto-matched
R002895,T004240,disputed,2024-04-24T12:00:00+00:00,
R002896,T004241,reconciled,2024-05-19T12:00:00+00:00,auto-matched
R002897,T004242,disputed,2024-06-19T12:00:00+00:00,auto-matched
R002898,T004244,reconciled,2024-08-24T12:00:00+00:00,
R002899,T004245,reconciled,2024-09-08T12:00:00+00:00,auto-matched
R002900,T004246,pending,2024-10-05T12:00:00+00:00,auto-matched
R002901,T004248,disputed,2024-12-25T12:00:00+00:00,
R002902,T004249,reconciled,2023-01-24T12:00:00+00:00,auto-matched
R002903,T004250,disputed,2023-02-15T12:00:00+00:00,auto-matched
R002904,T004251,pending,2023-03-04T12:00:00+00:00,
R002905,T004253,disputed,2023-05-11T12:00:00+00:00,auto-matched
R002906,T004255,pending,2023-07-19T12:00:00+00:00,auto-matched
R002907,T004256,disputed,2023-08-25T12:00:00+00:00,
R002908,T004258,reconciled,2023-10-25T12:00:00+00:00,auto-matched
R002909,T004259,reconciled,2023-11-27T12:00:00+00:00,auto-matched
R002910,T004260,disputed,2023-12-17T12:00:00+00:00,
R002911,T004261,pending,2024-01-22T12:00:00+00:00,auto-matched
R002912,T004262,pending,2024-02-20T12:00:00+00:00,auto-matched
R002913,T004264,reconciled,2024-04-14T12:00:00+00:00,
R002914,T004266,disputed,2024-06-08T12:00:00+00:00,auto-matched
R002915,T004267,pending,2024-07-12T12:00:00+00:00,auto-matched
R002916,T004269,pending,2024-09-07T12:00:00+00:00,
R002917,T004270,pending,2024-10-16T12:00:00+00:00,auto-matched
R002918,T004271,reconciled,2024-11-23T12:00:00+00:00,auto-matched
R002919,T004273,reconciled,2023-01-18T12:00:00+00:00,
R002920,T004276,disputed,2023-04-27T12:00:00+00:00,auto-matched
R002921,T004277,reconciled,2023-05-24T12:00:00+00:00,auto-matched
R002922,T004278,disputed,2023-06-06T12:00:00+00:00,
R002923,T004279,pending,2023-07-22T12:00:00+00:00,auto-matched
R002924,T004280,reconciled,2023-08-04T12:00:00+00:00,auto-matched
R002925,T004281,reconciled,2023-09-17T12:00:00+00:00,
R002926,T004283,reconciled,2023-11-21T12:00:00+00:00,auto-matched
R002927,T004284,reconciled,2023-12-02T12:00:00+00:00,auto-matched
R002928,T004286,pending,2024-02-04T12:00:00+00:00,
R002929,T004287,disputed,2024-03-07T12:00:00+00:00,auto-matched
R002930,T004288,disputed,2024-04-05T12:00:00+00:00,auto-matched
R002931,T004289,disputed,2024-05-28T12:00:00+00:00,
R002932,T004291,disputed,2024-07-13T12:00:00+00:00,auto-matched
R002933,T004295,reconciled,2024-11-04T12:00:00+00:00,auto-matched
R002934,T004296,reconciled,2024-12-14T12:00:00+00:00,
R002935,T004297,reconciled,2023-01-12T12:00:00+00:00,auto-matched
R002936,T004298,disputed,2023-02-05T12:00:00+00:00,auto-matched
R002937,T004299,pending,2023-03-22T12:00:00+00:00,
R002938,T004300,reconciled,2023-04-19T12:00:00+00:00,auto-matched
R002939,T004302,pending,2023-06-16T12:00:00+00:00,auto-matched
R002940,T004303,disputed,2023-07-19T12:00:00+00:00,
R002941,T004304,reconciled,2023-08-28T12:00:00+00:00,auto-matched
R002942,T004305,pending,2023-09-10T12:00:00+00:00,auto-matched
R002943,T004306,pending,2023-10-31T12:00:00+00:00,
R002944,T004307,disputed,2023-11-29T12:00:00+00:00,auto-matched
R002945,T004309,reconciled,2024-01-02T12:00:00+00:00,auto-matched
R002946,T004310,pending,2024-02-02T12:00:00+00:00,
R002947,T004314,reconciled,2024-06-28T12:00:00+00:00,auto-matched
R002948,T004316,pending,2024-08-25T12:00:00+00:00,auto-matched
R002949,T004318,reconciled,2024-10-09T12:00:00+00:00,
R002950,T004319,reconciled,2024-11-22T12:00:00+00:00,auto-matched
R002951,T004321,pending,2023-01-06T12:00:00+00:00,auto-matched
R002952,T004324,pending,2023-04-18T12:00:00+00:00,
R002953,T004325,pending,2023-05-05T12:00:00+00:00,auto-matched
R002954,T004326,reconciled,2023-06-26T12:00:00+00:00,auto-matched
R002955,T004327,disputed,2023-07-28T12:00:00+00:00,
R002956,T004330,disputed,2023-10-25T12:00:00+00:00,auto-matched
R002957,T004331,disputed,2023-11-19T12:00:00+00:00,auto-matched
R002958,T004332,reconciled,2023-12-31T12:00:00+00:00,
R002959,T004333,pending,2024-01-27T12:00:00+00:00,auto-matched
R002960,T004334,reconciled,2024-02-08T12:00:00+00:00,auto-matched
R002961,T004335,disputed,2024-03-30T12:00:00+00:00,
R002962,T004336,disputed,2024-04-26T12:00:00+00:00,auto-matched
R002963,T004337,disputed,2024-05-03T12:00:00+00:00,auto-matched
R002964,T004339,pending,2024-07-27T12:00:00+00:00,
R002965,T004342,pending,2024-10-25T12:00:00+00:00,auto-matched
R002966,T004343,disputed,2024-11-09T12:00:00+00:00,auto-matched
R002967,T004344,reconciled,2024-12-22T12:00:00+00:00,
R002968,T004345,disputed,2023-01-01T12:00:00+00:00,auto-matched
R002969,T004346,reconciled,2023-02-07T12:00:00+00:00,auto-matched
R002970,T004347,pending,2023-03-28T12:00:00+00:00,
R002971,T004349,reconciled,2023-05-17T12:00:00+00:00,auto-matched
R002972,T004350,pending,2023-06-14T12:00:00+00:00,auto-matched
R002973,T004351,reconciled,2023-07-25T12:00:00+00:00,
R002974,T004352,reconciled,2023-08-22T12:00:00+00:00,auto-matched
R002975,T004353,reconciled,2023-09-30T12:00:00+00:00,auto-matched
R002976,T004354,pending,2023-10-09T12:00:00+00:00,
R002977,T004355,reconciled,2023-11-22T12:00:00+00:00,auto-matched
R002978,T004356,disputed,2023-12-20T12:00:00+00:00,auto-matched
R002979,T004357,reconciled,2024-01-27T12:00:00+00:00,
R002980,T004358,reconciled,2024-02-01T12:00:00+00:00,auto-matched
R002981,T004360,reconciled,2024-04-16T12:00:00+00:00,auto-matched
R002982,T004361,disputed,2024-05-25T12:00:00+00:00,
R002983,T004362,pending,2024-06-16T12:00:00+00:00,auto-matched
R002984,T004363,reconciled,2024-07-10T12:00:00+00:00,auto-matched
R002985,T004364,pending,2024-08-14T12:00:00+00:00,
R002986,T004365,disputed,2024-09-08T12:00:00+00:00,auto-matched
R002987,T004366,disputed,2024-10-21T12:00:00+00:00,auto-matched
R002988,T004367,pending,2024-11-05T12:00:00+00:00,
R002989,T004370,disputed,2023-02-17T12:00:00+00:00,auto-matched
R002990,T004371,reconciled,2023-03-06T12:00:00+00:00,auto-matched
R002991,T004372,pending,2023-04-28T12:00:00+00:00,
R002992,T004373,reconciled,2023-05-29T12:00:00+00:00,auto-matched
R002993,T004376,reconciled,2023-08-22T12:00:00+00:00,auto-matched
R002994,T004377,disputed,2023-09-02T12:00:00+00:00,
R002995,T004378,reconciled,2023-10-16T12:00:00+00:00,auto-matched
R002996,T004379,pending,2023-11-29T12:00:00+00:00,auto-matched
R002997,T004380,pending,2023-12-11T12:00:00+00:00,
R002998,T004381,reconciled,2024-01-10T12:00:00+00:00,auto-matched
R002999,T004382,reconciled,2024-02-01T12:00:00+00:00,auto-matched
R003000,T004383,reconciled,2024-03-24T12:00:00+00:00,
R003001,T004384,disputed,2024-04-10T12:00:00+00:00,auto-matched
R003002,T004386,pending,2024-06-28T12:00:00+00:00,auto-matched
R003003,T004388,disputed,2024-08-09T12:00:00+00:00,
R003004,T004389,disputed,2024-09-17T12:00:00+00:00,auto-matched
R003005,T004390,reconciled,2024-10-15T12:00:00+00:00,auto-matched
R003006,T004391,reconciled,2024-11-18T12:00:00+00:00,
R003007,T004392,reconciled,2024-12-19T12:00:00+00:00,auto-matched
R003008,T004393,disputed,2023-01-02T12:00:00+00:00,auto-matched
R003009,T004395,reconciled,2023-03-20T12:00:00+00:00,
R003010,T004396,reconciled,2023-04-14T12:00:00+00:00,auto-matched
R003011,T004397,reconciled,2023-05-10T12:00:00+00:00,auto-matched
R003012,T004398,pending,2023-06-04T12:00:00+00:00,
R003013,T004399,pending,2023-07-15T12:00:00+00:00,auto-matched
R003014,T004402,reconciled,2023-10-28T12:00:00+00:00,auto-matched
R003015,T004403,reconciled,2023-11-08T12:00:00+00:00,
R003016,T004404,pending,2023-12-05T12:00:00+00:00,auto-matched
R003017,T004405,reconciled,2024-01-11T12:00:00+00:00,auto-matched
R003018,T004407,disputed,2024-03-08T12:00:00+00:00,
R003019,T004408,reconciled,2024-04-11T12:00:00+00:00,auto-matched
R003020,T004409,reconciled,2024-05-28T12:00:00+00:00,auto-matched
R003021,T004411,pending,2024-07-13T12:00:00+00:00,
R003022,T004412,pending,2024-08-28T12:00:00+00:00,auto-matched
R003023,T004414,pending,2024-10-05T12:00:00+00:00,auto-matched
R003024,T004415,disputed,2024-11-28T12:00:00+00:00,
R003025,T004416,pending,2024-12-15T12:00:00+00:00,auto-matched
R003026,T004420,pending,2023-04-27T12:00:00+00:00,auto-matched
R003027,T004422,disputed,2023-06-22T12:00:00+00:00,
R003028,T004423,reconciled,2023-07-14T12:00:00+00:00,auto-matched
R003029,T004424,reconciled,2023-08-28T12:00:00+00:00,auto-matched
R003030,T004425,reconciled,2023-09-08T12:00:00+00:00,
R003031,T004427,pending,2023-11-05T12:00:00+00:00,auto-matched
R003032,T004429,pending,2024-01-06T12:00:00+00:00,auto-matched
R003033,T004430,reconciled,2024-02-10T12:00:00+00:00,
R003034,T004433,disputed,2024-05-15T12:00:00+00:00,auto-matched
R003035,T004434,reconciled,2024-06-28T12:00:00+00:00,auto-matched
R003036,T004436,reconciled,2024-08-18T12:00:00+00:00,
R003037,T004437,pending,2024-09-20T12:00:00+00:00,auto-matched
R003038,T004438,pending,2024-10-16T12:00:00+00:00,auto-matched
R003039,T004441,reconciled,2023-01-13T12:00:00+00:00,
R003040,T004442,disputed,2023-02-17T12:00:00+00:00,auto-matched
R003041,T004443,disputed,2023-03-26T12:00:00+00:00,auto-matched
R003042,T004444,pending,2023-04-10T12:00:00+00:00,
R003043,T004446,disputed,2023-06-06T12:00:00+00:00,auto-matched
R003044,T004447,pending,2023-07-09T12:00:00+00:00,auto-matched
R003045,T004449,reconciled,2023-09-26T12:00:00+00:00,
R003046,T004450,pending,2023-10-09T12:00:00+00:00,auto-matched
R003047,T004454,reconciled,2024-02-23T12:00:00+00:00,auto-matched
R003048,T004456,reconciled,2024-04-01T12:00:00+00:00,
R003049,T004461,pending,2024-09-08T12:00:00+00:00,auto-matched
R003050,T004462,disputed,2024-10-06T12:00:00+00:00,auto-matched
R003051,T004464,pending,2024-12-16T12:00:00+00:00,
R003052,T004466,reconciled,2023-02-15T12:00:00+00:00,auto-matched
R003053,T004467,pending,2023-03-05T12:00:00+00:00,auto-matched
R003054,T004468,disputed,2023-04-03T12:00:00+00:00,
R003055,T004469,pending,2023-05-30T12:00:00+00:00,auto-matched
R003056,T004471,disputed,2023-07-26T12:00:00+00:00,auto-matched
R003057,T004472,reconciled,2023-08-03T12:00:00+00:00,
R003058,T004473,disputed,2023-09-10T12:00:00+00:00,auto-matched
R003059,T004474,pending,2023-10-17T12:00:00+00:00,auto-matched
R003060,T004475,disputed,2023-11-25T12:00:00+00:00,
R003061,T004476,pending,2023-12-01T12:00:00+00:00,auto-matched
R003062,T004477,pending,2024-01-28T12:00:00+00:00,auto-matched
R003063,T004478,reconciled,2024-02-28T12:00:00+00:00,
R003064,T004479,reconciled,2024-03-13T12:00:00+00:00,auto-matched
R003065,T004480,reconciled,2024-04-26T12:00:00+00:00,auto-matched
R003066,T004482,disputed,2024-06-16T12:00:00+00:00,
R003067,T004483,reconciled,2024-07-28T12:00:00+00:00,auto-matched
R003068,T004484,disputed,2024-08-02T12:00:00+00:00,auto-matched
R003069,T004485,disputed,2024-09-19T12:00:00+00:00,
R003070,T004489,disputed,2023-01-09T12:00:00+00:00,auto-matched
R003071,T004492,disputed,2023-04-28T12:00:00+00:00,auto-matched
R003072,T004493,reconciled,2023-05-01T12:00:00+00:00,
R003073,T004495,pending,2023-07-09T12:00:00+00:00,auto-matched
R003074,T004496,pending,2023-08-03T12:00:00+00:00,auto-matched
R003075,T004498,pending,2023-10-22T12:00:00+00:00,
R003076,T004500,pending,2023-12-27T12:00:00+00:00,auto-matched
R003077,T004501,pending,2024-01-08T12:00:00+00:00,auto-matched
R003078,T004502,pending,2024-02-02T12:00:00+00:00,
R003079,T004503,reconciled,2024-03-04T12:00:00+00:00,auto-matched
R003080,T004505,reconciled,2024-05-08T12:00:00+00:00,auto-matched
R003081,T004506,disputed,2024-06-05T12:00:00+00:00,
R003082,T004508,reconciled,2024-08-30T12:00:00+00:00,auto-matched
R003083,T004509,reconciled,2024-09-02T12:00:00+00:00,auto-matched
R003084,T004510,disputed,2024-10-05T12:00:00+00:00,
R003085,T004512,disputed,2024-12-12T12:00:00+00:00,auto-matched
R003086,T004514,pending,2023-02-14T12:00:00+00:00,auto-matched
R003087,T004517,disputed,2023-05-19T12:00:00+00:00,
R003088,T004518,reconciled,2023-06-30T12:00:00+00:00,auto-matched
R003089,T004520,pending,2023-08-15T12:00:00+00:00,auto-matched
R003090,T004521,disputed,2023-09-03T12:00:00+00:00,
R003091,T004522,pending,2023-10-21T12:00:00+00:00,auto-matched
R003092,T004523,pending,2023-11-07T12:00:00+00:00,auto-matched
R003093,T004525,pending,2024-01-21T12:00:00+00:00,
R003094,T004526,pending,2024-02-19T12:00:00+00:00,auto-matched
R003095,T004530,pending,2024-06-12T12:00:00+00:00,auto-matched
R003096,T004531,pending,2024-07-12T12:00:00+00:00,
R003097,T004532,pending,2024-08-29T12:00:00+00:00,auto-matched
R003098,T004533,disputed,2024-09-12T12:00:00+00:00,auto-matched
R003099,T004534,pending,2024-10-14T12:00:00+00:00,
R003100,T004535,reconciled,2024-11-03T12:00:00+00:00,auto-matched
R003101,T004539,pending,2023-03-26T12:00:00+00:00,auto-matched
R003102,T004541,disputed,2023-05-31T12:00:00+00:00,
R003103,T004542,reconciled,2023-06-24T12:00:00+00:00,auto-matched
R003104,T004543,pending,2023-07-18T12:00:00+00:00,auto-matched
R003105,T004546,pending,2023-10-21T12:00:00+00:00,
R003106,T004547,pending,2023-11-23T12:00:00+00:00,auto-matched
R003107,T004548,pending,2023-12-19T12:00:00+00:00,auto-matched
R003108,T004549,pending,2024-01-13T12:00:00+00:00,
R003109,T004550,pending,2024-02-24T12:00:00+00:00,auto-matched
R003110,T004552,disputed,2024-04-10T12:00:00+00:00,auto-matched
R003111,T004553,disputed,2024-05-03T12:00:00+00:00,
R003112,T004556,disputed,2024-08-12T12:00:00+00:00,auto-matched
R003113,T004557,pending,2024-09-07T12:00:00+00:00,auto-matched
R003114,T004558,pending,2024-10-06T12:00:00+00:00,
R003115,T004560,reconciled,2024-12-28T12:00:00+00:00,auto-matched
R003116,T004561,pending,2023-01-15T12:00:00+00:00,auto-matched
R003117,T004563,disputed,2023-03-25T12:00:00+00:00,
